gname,attacktype1_txt,city
terrorists,assassination,Sonitpur district
terrorists,assassination,Sopore
terrorists,assassination,Parganas district
terrorists,assassination,Gaya district
terrorists,hijacking,Srinagar
terrorists,hijacking,Guwahati
terrorists,hijacking,Sukma district
terrorists,hijacking,Rai
terrorists,hijacking,Anantnag
terrorists,hijacking,New Delhi
terrorists,hijacking,Tral
terrorists,hijacking,Bengaluru
terrorists,hijacking,Roro
terrorists,hijacking,Sonitpur district
terrorists,hijacking,Sopore
terrorists,hijacking,Parganas district
terrorists,hijacking,Gaya district
terrorists,kidnapping,Srinagar
terrorists,kidnapping,Guwahati
terrorists,kidnapping,Sukma district
terrorists,kidnapping,Rai
terrorists,kidnapping,Anantnag
terrorists,kidnapping,New Delhi
terrorists,kidnapping,Tral
terrorists,kidnapping,Bengaluru
terrorists,kidnapping,Roro
terrorists,kidnapping,Sonitpur district
terrorists,kidnapping,Sopore
terrorists,kidnapping,Parganas district
terrorists,kidnapping,Gaya district
terrorists,bombing,Srinagar
terrorists,bombing,Guwahati
terrorists,bombing,Sukma district
terrorists,bombing,Rai
terrorists,bombing,Anantnag
terrorists,bombing,New Delhi
terrorists,bombing,Tral
terrorists,bombing,Bengaluru
terrorists,bombing,Roro
terrorists,bombing,Sonitpur district
terrorists,bombing,Sopore
terrorists,bombing,Parganas district
terrorists,bombing,Gaya district
muslims,assassination,Srinagar
muslims,assassination,Guwahati
muslims,assassination,Sukma district
muslims,assassination,Rai
muslims,assassination,Anantnag
muslims,assassination,New Delhi
muslims,assassination,Tral
muslims,assassination,Bengaluru
muslims,assassination,Roro
muslims,assassination,Sonitpur district
muslims,assassination,Sopore
muslims,assassination,Parganas district
muslims,assassination,Gaya district
muslims,hijacking,Srinagar
muslims,hijacking,Guwahati
muslims,hijacking,Sukma district
muslims,hijacking,Rai
muslims,hijacking,Anantnag
muslims,hijacking,New Delhi
muslims,hijacking,Tral
muslims,hijacking,Bengaluru
muslims,hijacking,Roro
muslims,hijacking,Sonitpur district
muslims,hijacking,Sopore
muslims,hijacking,Parganas district
muslims,hijacking,Gaya district
muslims,kidnapping,Srinagar
muslims,kidnapping,Guwahati
muslims,kidnapping,Sukma district
muslims,kidnapping,Rai
muslims,kidnapping,Anantnag
muslims,kidnapping,New Delhi
muslims,kidnapping,Tral
muslims,kidnapping,Bengaluru
muslims,kidnapping,Roro
muslims,kidnapping,Sonitpur district
muslims,kidnapping,Sopore
muslims,kidnapping,Parganas district
muslims,kidnapping,Gaya district
muslims,bombing,Srinagar
muslims,bombing,Guwahati
muslims,bombing,Sukma district
muslims,bombing,Rai
muslims,bombing,Anantnag
muslims,bombing,New Delhi
muslims,bombing,Tral
muslims,bombing,Bengaluru
muslims,bombing,Roro
muslims,bombing,Sonitpur district
muslims,bombing,Sopore
muslims,bombing,Parganas district
muslims,bombing,Gaya district
bandits,assassination,Srinagar
bandits,assassination,Guwahati
bandits,assassination,Sukma district
bandits,assassination,Rai
bandits,assassination,Anantnag
bandits,assassination,New Delhi
bandits,assassination,Tral
bandits,assassination,Bengaluru
bandits,assassination,Roro
bandits,assassination,Sonitpur district
bandits,assassination,Sopore
bandits,assassination,Parganas district
bandits,assassination,Gaya district
bandits,hijacking,Srinagar
bandits,hijacking,Guwahati
bandits,hijacking,Sukma district
bandits,hijacking,Rai
bandits,hijacking,Anantnag
bandits,hijacking,New Delhi
bandits,hijacking,Tral
bandits,hijacking,Bengaluru
bandits,hijacking,Roro
bandits,hijacking,Sonitpur district
bandits,hijacking,Sopore
bandits,hijacking,Parganas district
bandits,hijacking,Gaya district
bandits,kidnapping,Srinagar
bandits,kidnapping,Guwahati
bandits,kidnapping,Sukma district
bandits,kidnapping,Rai
bandits,kidnapping,Anantnag
bandits,kidnapping,New Delhi
bandits,kidnapping,Tral
bandits,kidnapping,Bengaluru
bandits,kidnapping,Roro
bandits,kidnapping,Sonitpur district
bandits,kidnapping,Sopore
bandits,kidnapping,Parganas district
bandits,kidnapping,Gaya district
bandits,bombing,Srinagar
bandits,bombing,Guwahati
bandits,bombing,Sukma district
bandits,bombing,Rai
bandits,bombing,Anantnag
bandits,bombing,New Delhi
bandits,bombing,Tral
bandits,bombing,Bengaluru
bandits,bombing,Roro
bandits,bombing,Sonitpur district
bandits,bombing,Sopore
bandits,bombing,Parganas district
bandits,bombing,Gaya district
indian mujahideen,assassination,Srinagar
indian mujahideen,assassination,Guwahati
indian mujahideen,assassination,Sukma district
indian mujahideen,assassination,Rai
indian mujahideen,assassination,Anantnag
indian mujahideen,assassination,New Delhi
indian mujahideen,assassination,Tral
indian mujahideen,assassination,Bengaluru
indian mujahideen,assassination,Roro
indian mujahideen,assassination,Sonitpur district
indian mujahideen,assassination,Sopore
indian mujahideen,assassination,Parganas district
indian mujahideen,assassination,Gaya district
indian mujahideen,hijacking,Srinagar
indian mujahideen,hijacking,Guwahati
indian mujahideen,hijacking,Sukma district
indian mujahideen,hijacking,Rai
indian mujahideen,hijacking,Anantnag
indian mujahideen,hijacking,New Delhi
indian mujahideen,hijacking,Tral
indian mujahideen,hijacking,Bengaluru
indian mujahideen,hijacking,Roro
indian mujahideen,hijacking,Sonitpur district
indian mujahideen,hijacking,Sopore
indian mujahideen,hijacking,Parganas district
indian mujahideen,hijacking,Gaya district
indian mujahideen,kidnapping,Srinagar
indian mujahideen,kidnapping,Guwahati
indian mujahideen,kidnapping,Sukma district
indian mujahideen,kidnapping,Rai
indian mujahideen,kidnapping,Anantnag
indian mujahideen,kidnapping,New Delhi
indian mujahideen,kidnapping,Tral
indian mujahideen,kidnapping,Bengaluru
indian mujahideen,kidnapping,Roro
indian mujahideen,kidnapping,Sonitpur district
indian mujahideen,kidnapping,Sopore
indian mujahideen,kidnapping,Parganas district
indian mujahideen,kidnapping,Gaya district
indian mujahideen,bombing,Srinagar
indian mujahideen,bombing,Guwahati
indian mujahideen,bombing,Sukma district
indian mujahideen,bombing,Rai
indian mujahideen,bombing,Anantnag
indian mujahideen,bombing,New Delhi
indian mujahideen,bombing,Tral
indian mujahideen,bombing,Bengaluru
indian mujahideen,bombing,Roro
indian mujahideen,bombing,Sonitpur district
indian mujahideen,bombing,Sopore
indian mujahideen,bombing,Parganas district
indian mujahideen,bombing,Gaya district
black widows,assassination,Srinagar
black widows,assassination,Guwahati
black widows,assassination,Sukma district
black widows,assassination,Rai
black widows,assassination,Anantnag
black widows,assassination,New Delhi
black widows,assassination,Tral
black widows,assassination,Bengaluru
black widows,assassination,Roro
black widows,assassination,Sonitpur district
black widows,assassination,Sopore
black widows,assassination,Parganas district
black widows,assassination,Gaya district
black widows,hijacking,Srinagar
black widows,hijacking,Guwahati
black widows,hijacking,Sukma district
black widows,hijacking,Rai
black widows,hijacking,Anantnag
black widows,hijacking,New Delhi
black widows,hijacking,Tral
black widows,hijacking,Bengaluru
black widows,hijacking,Roro
black widows,hijacking,Sonitpur district
black widows,hijacking,Sopore
black widows,hijacking,Parganas district
black widows,hijacking,Gaya district
black widows,kidnapping,Srinagar
black widows,kidnapping,Guwahati
black widows,kidnapping,Sukma district
black widows,kidnapping,Rai
black widows,kidnapping,Anantnag
black widows,kidnapping,New Delhi
black widows,kidnapping,Tral
black widows,kidnapping,Bengaluru
black widows,kidnapping,Roro
black widows,kidnapping,Sonitpur district
black widows,kidnapping,Sopore
black widows,kidnapping,Parganas district
black widows,kidnapping,Gaya district
black widows,bombing,Srinagar
black widows,bombing,Guwahati
black widows,bombing,Sukma district
black widows,bombing,Rai
black widows,bombing,Anantnag
black widows,bombing,New Delhi
black widows,bombing,Tral
black widows,bombing,Bengaluru
black widows,bombing,Roro
black widows,bombing,Sonitpur district
black widows,bombing,Sopore
black widows,bombing,Parganas district
black widows,bombing,Gaya district
national democratic front of bodoland,assassination,Srinagar
national democratic front of bodoland,assassination,Guwahati
national democratic front of bodoland,assassination,Sukma district
national democratic front of bodoland,assassination,Rai
national democratic front of bodoland,assassination,Anantnag
national democratic front of bodoland,assassination,New Delhi
national democratic front of bodoland,assassination,Tral
national democratic front of bodoland,assassination,Bengaluru
national democratic front of bodoland,assassination,Roro
national democratic front of bodoland,assassination,Sonitpur district
national democratic front of bodoland,assassination,Sopore
national democratic front of bodoland,assassination,Parganas district
national democratic front of bodoland,assassination,Gaya district
national democratic front of bodoland,hijacking,Srinagar
national democratic front of bodoland,hijacking,Guwahati
national democratic front of bodoland,hijacking,Sukma district
national democratic front of bodoland,hijacking,Rai
national democratic front of bodoland,hijacking,Anantnag
national democratic front of bodoland,hijacking,New Delhi
national democratic front of bodoland,hijacking,Tral
national democratic front of bodoland,hijacking,Bengaluru
national democratic front of bodoland,hijacking,Roro
national democratic front of bodoland,hijacking,Sonitpur district
national democratic front of bodoland,hijacking,Sopore
national democratic front of bodoland,hijacking,Parganas district
national democratic front of bodoland,hijacking,Gaya district
national democratic front of bodoland,kidnapping,Srinagar
national democratic front of bodoland,kidnapping,Guwahati
national democratic front of bodoland,kidnapping,Sukma district
national democratic front of bodoland,kidnapping,Rai
national democratic front of bodoland,kidnapping,Anantnag
national democratic front of bodoland,kidnapping,New Delhi
national democratic front of bodoland,kidnapping,Tral
national democratic front of bodoland,kidnapping,Bengaluru
national democratic front of bodoland,kidnapping,Roro
national democratic front of bodoland,kidnapping,Sonitpur district
national democratic front of bodoland,kidnapping,Sopore
national democratic front of bodoland,kidnapping,Parganas district
national democratic front of bodoland,kidnapping,Gaya district
national democratic front of bodoland,bombing,Srinagar
national democratic front of bodoland,bombing,Guwahati
national democratic front of bodoland,bombing,Sukma district
national democratic front of bodoland,bombing,Rai
national democratic front of bodoland,bombing,Anantnag
national democratic front of bodoland,bombing,New Delhi
national democratic front of bodoland,bombing,Tral
national democratic front of bodoland,bombing,Bengaluru
national democratic front of bodoland,bombing,Roro
national democratic front of bodoland,bombing,Sonitpur district
national democratic front of bodoland,bombing,Sopore
national democratic front of bodoland,bombing,Parganas district
national democratic front of bodoland,bombing,Gaya district
al fajr,assassination,Srinagar
al fajr,assassination,Guwahati
al fajr,assassination,Sukma district
al fajr,assassination,Rai
al fajr,assassination,Anantnag
al fajr,assassination,New Delhi
al fajr,assassination,Tral
al fajr,assassination,Bengaluru
al fajr,assassination,Roro
al fajr,assassination,Sonitpur district
al fajr,assassination,Sopore
al fajr,assassination,Parganas district
al fajr,assassination,Gaya district
al fajr,hijacking,Srinagar
al fajr,hijacking,Guwahati
al fajr,hijacking,Sukma district
al fajr,hijacking,Rai
al fajr,hijacking,Anantnag
al fajr,hijacking,New Delhi
al fajr,hijacking,Tral
al fajr,hijacking,Bengaluru
al fajr,hijacking,Roro
al fajr,hijacking,Sonitpur district
al fajr,hijacking,Sopore
al fajr,hijacking,Parganas district
al fajr,hijacking,Gaya district
al fajr,kidnapping,Srinagar
al fajr,kidnapping,Guwahati
al fajr,kidnapping,Sukma district
al fajr,kidnapping,Rai
al fajr,kidnapping,Anantnag
al fajr,kidnapping,New Delhi
al fajr,kidnapping,Tral
al fajr,kidnapping,Bengaluru
al fajr,kidnapping,Roro
al fajr,kidnapping,Sonitpur district
al fajr,kidnapping,Sopore
al fajr,kidnapping,Parganas district
al fajr,kidnapping,Gaya district
al fajr,bombing,Srinagar
al fajr,bombing,Guwahati
al fajr,bombing,Sukma district
al fajr,bombing,Rai
al fajr,bombing,Anantnag
al fajr,bombing,New Delhi
al fajr,bombing,Tral
al fajr,bombing,Bengaluru
al fajr,bombing,Roro
al fajr,bombing,Sonitpur district
al fajr,bombing,Sopore
al fajr,bombing,Parganas district
al fajr,bombing,Gaya district
maoists,assassination,Srinagar
maoists,assassination,Guwahati
maoists,assassination,Sukma district
maoists,assassination,Rai
maoists,assassination,Anantnag
maoists,assassination,New Delhi
maoists,assassination,Tral
maoists,assassination,Bengaluru
maoists,assassination,Roro
maoists,assassination,Sonitpur district
maoists,assassination,Sopore
maoists,assassination,Parganas district
maoists,assassination,Gaya district
maoists,hijacking,Srinagar
maoists,hijacking,Guwahati
maoists,hijacking,Sukma district
maoists,hijacking,Rai
maoists,hijacking,Anantnag
maoists,hijacking,New Delhi
maoists,hijacking,Tral
maoists,hijacking,Bengaluru
maoists,hijacking,Roro
maoists,hijacking,Sonitpur district
maoists,hijacking,Sopore
maoists,hijacking,Parganas district
maoists,hijacking,Gaya district
maoists,kidnapping,Srinagar
maoists,kidnapping,Guwahati
maoists,kidnapping,Sukma district
maoists,kidnapping,Rai
maoists,kidnapping,Anantnag
maoists,kidnapping,New Delhi
maoists,kidnapping,Tral
maoists,kidnapping,Bengaluru
maoists,kidnapping,Roro
maoists,kidnapping,Sonitpur district
maoists,kidnapping,Sopore
maoists,kidnapping,Parganas district
maoists,kidnapping,Gaya district
maoists,bombing,Srinagar
maoists,bombing,Guwahati
maoists,bombing,Sukma district
maoists,bombing,Rai
maoists,bombing,Anantnag
maoists,bombing,New Delhi
maoists,bombing,Tral
maoists,bombing,Bengaluru
maoists,bombing,Roro
maoists,bombing,Sonitpur district
maoists,bombing,Sopore
maoists,bombing,Parganas district
maoists,bombing,Gaya district
muslim militants,assassination,Srinagar
muslim militants,assassination,Guwahati
muslim militants,assassination,Sukma district
muslim militants,assassination,Rai
muslim militants,assassination,Anantnag
muslim militants,assassination,New Delhi
muslim militants,assassination,Tral
muslim militants,assassination,Bengaluru
muslim militants,assassination,Roro
muslim militants,assassination,Sonitpur district
muslim militants,assassination,Sopore
muslim militants,assassination,Parganas district
muslim militants,assassination,Gaya district
muslim militants,hijacking,Srinagar
muslim militants,hijacking,Guwahati
muslim militants,hijacking,Sukma district
muslim militants,hijacking,Rai
muslim militants,hijacking,Anantnag
muslim militants,hijacking,New Delhi
muslim militants,hijacking,Tral
muslim militants,hijacking,Bengaluru
muslim militants,hijacking,Roro
muslim militants,hijacking,Sonitpur district
muslim militants,hijacking,Sopore
muslim militants,hijacking,Parganas district
muslim militants,hijacking,Gaya district
muslim militants,kidnapping,Srinagar
muslim militants,kidnapping,Guwahati
muslim militants,kidnapping,Sukma district
muslim militants,kidnapping,Rai
muslim militants,kidnapping,Anantnag
muslim militants,kidnapping,New Delhi
muslim militants,kidnapping,Tral
muslim militants,kidnapping,Bengaluru
muslim militants,kidnapping,Roro
muslim militants,kidnapping,Sonitpur district
muslim militants,kidnapping,Sopore
muslim militants,kidnapping,Parganas district
muslim militants,kidnapping,Gaya district
muslim militants,bombing,Srinagar
muslim militants,bombing,Guwahati
muslim militants,bombing,Sukma district
muslim militants,bombing,Rai
muslim militants,bombing,Anantnag
muslim militants,bombing,New Delhi
muslim militants,bombing,Tral
muslim militants,bombing,Bengaluru
muslim militants,bombing,Roro
muslim militants,bombing,Sonitpur district
muslim militants,bombing,Sopore
muslim militants,bombing,Parganas district
muslim militants,bombing,Gaya district
palestinians,assassination,Srinagar
palestinians,assassination,Guwahati
palestinians,assassination,Sukma district
palestinians,assassination,Rai
palestinians,assassination,Anantnag
palestinians,assassination,New Delhi
palestinians,assassination,Tral
palestinians,assassination,Bengaluru
palestinians,assassination,Roro
palestinians,assassination,Sonitpur district
palestinians,assassination,Sopore
palestinians,assassination,Parganas district
palestinians,assassination,Gaya district
palestinians,hijacking,Srinagar
palestinians,hijacking,Guwahati
palestinians,hijacking,Sukma district
palestinians,hijacking,Rai
palestinians,hijacking,Anantnag
palestinians,hijacking,New Delhi
palestinians,hijacking,Tral
palestinians,hijacking,Bengaluru
palestinians,hijacking,Roro
palestinians,hijacking,Sonitpur district
palestinians,hijacking,Sopore
palestinians,hijacking,Parganas district
palestinians,hijacking,Gaya district
palestinians,kidnapping,Srinagar
palestinians,kidnapping,Guwahati
palestinians,kidnapping,Sukma district
palestinians,kidnapping,Rai
palestinians,kidnapping,Anantnag
palestinians,kidnapping,New Delhi
palestinians,kidnapping,Tral
palestinians,kidnapping,Bengaluru
palestinians,kidnapping,Roro
palestinians,kidnapping,Sonitpur district
palestinians,kidnapping,Sopore
palestinians,kidnapping,Parganas district
palestinians,kidnapping,Gaya district
palestinians,bombing,Srinagar
palestinians,bombing,Guwahati
palestinians,bombing,Sukma district
palestinians,bombing,Rai
palestinians,bombing,Anantnag
palestinians,bombing,New Delhi
palestinians,bombing,Tral
palestinians,bombing,Bengaluru
palestinians,bombing,Roro
palestinians,bombing,Sonitpur district
palestinians,bombing,Sopore
palestinians,bombing,Parganas district
palestinians,bombing,Gaya district
militants,assassination,Srinagar
militants,assassination,Guwahati
militants,assassination,Sukma district
militants,assassination,Rai
militants,assassination,Anantnag
militants,assassination,New Delhi
militants,assassination,Tral
militants,assassination,Bengaluru
militants,assassination,Roro
militants,assassination,Sonitpur district
militants,assassination,Sopore
militants,assassination,Parganas district
militants,assassination,Gaya district
militants,hijacking,Srinagar
militants,hijacking,Guwahati
militants,hijacking,Sukma district
militants,hijacking,Rai
militants,hijacking,Anantnag
militants,hijacking,New Delhi
militants,hijacking,Tral
militants,hijacking,Bengaluru
militants,hijacking,Roro
militants,hijacking,Sonitpur district
militants,hijacking,Sopore
militants,hijacking,Parganas district
militants,hijacking,Gaya district
militants,kidnapping,Srinagar
militants,kidnapping,Guwahati
militants,kidnapping,Sukma district
militants,kidnapping,Rai
militants,kidnapping,Anantnag
militants,kidnapping,New Delhi
militants,kidnapping,Tral
militants,kidnapping,Bengaluru
militants,kidnapping,Roro
militants,kidnapping,Sonitpur district
militants,kidnapping,Sopore
militants,kidnapping,Parganas district
militants,kidnapping,Gaya district
militants,bombing,Srinagar
militants,bombing,Guwahati
militants,bombing,Sukma district
militants,bombing,Rai
militants,bombing,Anantnag
militants,bombing,New Delhi
militants,bombing,Tral
militants,bombing,Bengaluru
militants,bombing,Roro
militants,bombing,Sonitpur district
militants,bombing,Sopore
militants,bombing,Parganas district
militants,bombing,Gaya district
