Source,Target,Weight
Tehrik-e-Galba Islam,Hyderabad,1
Tritiya Prastuti Committee (India),Hazaribag,1
United Bengali Liberation Front (UBLF),Sashisangmapara,1
United Bengali Liberation Front (UBLF),Suknachara,1
United Democratic Terai Liberation Front (UDTLF),Dohni,1
United Jihad Council,Pulwama,1
United Liberation Front of Assam (ULFA),Abhayapuri,1
United Liberation Front of Assam (ULFA),Athgaon,1
United Liberation Front of Assam (ULFA),Bahajan,1
United Liberation Front of Assam (ULFA),Bamungopha,1
United Liberation Front of Assam (ULFA),Barpeta,1
United Liberation Front of Assam (ULFA),Belbari,1
United Liberation Front of Assam (ULFA),Bishnupur-Sankuchi village,1
United Liberation Front of Assam (ULFA),Bismile,1
United Liberation Front of Assam (ULFA),Boko,1
United Liberation Front of Assam (ULFA),Bokulani,1
United Liberation Front of Assam (ULFA),Borhat,1
United Liberation Front of Assam (ULFA),Butibari,1
United Liberation Front of Assam (ULFA),Dhekiagula,1
United Liberation Front of Assam (ULFA),Dhekiajuli,1
United Liberation Front of Assam (ULFA),Dhemaji,1
United Liberation Front of Assam (ULFA),Dimapur,1
United Liberation Front of Assam (ULFA),Dispur,1
United Liberation Front of Assam (ULFA),Doodooma,1
United Liberation Front of Assam (ULFA),Duliajan,1
United Liberation Front of Assam (ULFA),Durga Puja,1
United Liberation Front of Assam (ULFA),Gauripar,1
United Liberation Front of Assam (ULFA),Gaurisagar,1
United Liberation Front of Assam (ULFA),Gawahati,1
United Liberation Front of Assam (ULFA),Hajo,1
United Liberation Front of Assam (ULFA),Jonai,1
United Liberation Front of Assam (ULFA),Jorhat,1
United Liberation Front of Assam (ULFA),Kakogam,1
United Liberation Front of Assam (ULFA),Kakotibari,1
United Liberation Front of Assam (ULFA),Karbi Anglong,1
United Liberation Front of Assam (ULFA),Kathalguri,1
United Liberation Front of Assam (ULFA),Kumarpara,1
United Liberation Front of Assam (ULFA),Kunwarpur,1
United Liberation Front of Assam (ULFA),Lakhimpur District,1
United Liberation Front of Assam (ULFA),Mahmara,1
United Liberation Front of Assam (ULFA),Majuli Bargora,1
United Liberation Front of Assam (ULFA),Makum,1
United Liberation Front of Assam (ULFA),Maladhara,1
United Liberation Front of Assam (ULFA),Mangaldai,1
United Liberation Front of Assam (ULFA),Moreh,1
United Liberation Front of Assam (ULFA),Muktapur,1
United Liberation Front of Assam (ULFA),Murkongselek,1
United Liberation Front of Assam (ULFA),Naholia,1
United Liberation Front of Assam (ULFA),Panbazar,1
United Liberation Front of Assam (ULFA),Rangjuli,1
United Liberation Front of Assam (ULFA),Sagolia,1
United Liberation Front of Assam (ULFA),Sibasagar,1
United Liberation Front of Assam (ULFA),Simuluguri,1
United Liberation Front of Assam (ULFA),Tangla,1
United Liberation Front of Assam (ULFA),Tezpur,1
United Liberation Front of Assam (ULFA),Thoubal,1
United Liberation Front of Assam (ULFA),Tihu,1
United National Liberation Front (UNLF),Bishenpur,1
United National Liberation Front (UNLF),Chandel,1
United National Liberation Front (UNLF),Moreh,1
United National Liberation Front (UNLF),Sagolmang,1
United National Liberation Front (UNLF),T Minou,1
United National Liberation Front (UNLF),Ukhrul,1
United People's Democratic Solidarity (UPDS),Bipu,1
United People's Democratic Solidarity (UPDS),Diphu,1
United People's Democratic Solidarity (UPDS),Manja,1
United People's Democratic Solidarity (UPDS),Samalangsu,1
Vishwa Hindu Parishad (VHP),Jobat,1
Achik National Volunteer Council (ANVC),Raksamgiri,1
Al Barq,Kupwara,1
Harkatul Jihad-e-Islami,Poonch,1
Harkatul Jihad-e-Islami,Udhampur,1
Jamiat ul-Mujahedin (JuM),Kaluchak,1
Lashkar-e-Taiba (LeT),Hyderabad,1
