eventid,iyear,imonth,iday,country_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
201310240049,2013,10,24,India,Jhiliguda,Assassination,Government (General),Maoists,Firearms
201310250026,2013,10,25,India,Bhowraguri,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201310250033,2013,10,25,India,Gatibeda,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Unknown
201310270001,2013,10,27,India,Srinagar,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201310270020,2013,10,27,India,Patna,Bombing/Explosion,Transportation,Indian Mujahideen,Explosives/Bombs/Dynamite
201310270021,2013,10,27,India,Patna,Bombing/Explosion,Private Citizens & Property,Indian Mujahideen,Explosives/Bombs/Dynamite
201310270022,2013,10,27,India,Patna,Bombing/Explosion,Violent Political Party,Indian Mujahideen,Explosives/Bombs/Dynamite
201310270023,2013,10,27,India,Patna,Bombing/Explosion,Violent Political Party,Indian Mujahideen,Explosives/Bombs/Dynamite
201310270024,2013,10,27,India,Patna,Bombing/Explosion,Violent Political Party,Indian Mujahideen,Explosives/Bombs/Dynamite
201310270025,2013,10,27,India,Patna,Bombing/Explosion,Violent Political Party,Indian Mujahideen,Explosives/Bombs/Dynamite
201310270026,2013,10,27,India,Patna,Bombing/Explosion,Violent Political Party,Indian Mujahideen,Explosives/Bombs/Dynamite
201310270030,2013,10,27,India,Usoor,Bombing/Explosion,Private Citizens & Property,Maoists,Explosives/Bombs/Dynamite
201310290004,2013,10,29,India,Patna,Bombing/Explosion,Violent Political Party,Indian Mujahideen,Explosives/Bombs/Dynamite
201310290005,2013,10,29,India,Patna,Bombing/Explosion,Violent Political Party,Indian Mujahideen,Explosives/Bombs/Dynamite
201310290006,2013,10,29,India,Patna,Bombing/Explosion,Police,Indian Mujahideen,Explosives/Bombs/Dynamite
201310290009,2013,10,29,India,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201310290011,2013,10,29,India,Chennai,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
201310290012,2013,10,29,India,Chennai,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
201310300023,2013,10,30,India,Imphal,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201310300024,2013,10,30,India,Kinatintavida,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201310300033,2013,10,30,India,Bhalukjhora,Armed Assault,Military,National Democratic Front of Bodoland (NDFB),Firearms
201310310009,2013,10,31,India,Sukma district,Armed Assault,Police,Maoists,Firearms
201311010032,2013,11,1,India,Surankot,Bombing/Explosion,Terrorists/Non-State Militia,Unknown,Explosives/Bombs/Dynamite
201311020034,2013,11,2,India,Saiko,Armed Assault,Private Citizens & Property,People's Liberation Front of India,Firearms
201311020035,2013,11,2,India,Imphal,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
201311020036,2013,11,2,India,Fukrogora,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201311020039,2013,11,2,India,Vyara,Assassination,Government (General),Unknown,Firearms
201311030043,2013,11,3,India,Tura,Bombing/Explosion,Police,Garo National Liberation Army,Explosives/Bombs/Dynamite
201311040046,2013,11,3,India,Gendabari,Armed Assault,Private Citizens & Property,United A'chik Liberation Army (UALA),Firearms
201311040076,2013,11,4,India,Latehar district,Bombing/Explosion,Military,Maoists,Explosives/Bombs/Dynamite
201311050028,2013,11,5,India,Gasuapara,Armed Assault,Police,Garo National Liberation Army,Explosives/Bombs/Dynamite
201311060029,2013,11,6,India,Pallel,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201311060062,2013,11,6,India,Khunti district,Unknown,Violent Political Party,Maoists,Unknown
201311070023,2013,11,7,India,Awantipora,Armed Assault,Police,Unknown,Firearms
201311070024,2013,11,7,India,Sukma district,Bombing/Explosion,Unknown,Maoists,Explosives/Bombs/Dynamite
201311070025,2013,11,7,India,Dhanbad district,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201311070032,2013,11,7,India,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201311070037,2013,11,7,India,Imphal,Bombing/Explosion,Tourists,Unknown,Explosives/Bombs/Dynamite
201311080030,2013,11,8,India,Dudhnoi,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201311080038,2013,11,8,India,Bagli,Armed Assault,Military,Achik National Volunteer Council-B (ANVC-B),Firearms
201311080044,2013,11,8,India,Chintapalle,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms
201311090016,2013,11,9,India,Kudler,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201311090029,2013,11,9,India,Ganjemar,Bombing/Explosion,Government (General),Maoists,Explosives/Bombs/Dynamite
201311090030,2013,11,9,India,Kanker district,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite
201311100028,2013,11,10,India,Rajnandgaon district,Bombing/Explosion,Police,Maoists,Explosives/Bombs/Dynamite
201311100029,2013,11,10,India,Amkola,Assassination,Terrorists/Non-State Militia,Maoists,Firearms
201311100030,2013,11,10,India,Gudabeda,Bombing/Explosion,Government (General),Maoists,Explosives/Bombs/Dynamite
201311100031,2013,11,10,India,Mangnar,Bombing/Explosion,Government (General),Maoists,Explosives/Bombs/Dynamite
201311100034,2013,11,6,India,Narayanpur district,Bombing/Explosion,Police,Maoists,Explosives/Bombs/Dynamite
201311100039,2013,11,10,India,South Garo Hills district,Hostage Taking (Kidnapping),Business,Garo National Liberation Army,Unknown
201311100061,2013,11,10,India,Dudhnoi,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite
201311100064,2013,11,9,India,Lakhipur,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
201311110029,2013,11,11,India,Antagarh,Bombing/Explosion,Police,Maoists,Explosives/Bombs/Dynamite
201311110031,2013,11,11,India,Nayanar,Armed Assault,Police,Maoists,Firearms
201311110032,2013,11,11,India,Bijapur,Bombing/Explosion,Unknown,Maoists,Explosives/Bombs/Dynamite
201311110033,2013,11,11,India,Narayanpur district,Bombing/Explosion,Government (General),Maoists,Explosives/Bombs/Dynamite
201311110040,2013,11,11,India,Tebronggre,Hostage Taking (Kidnapping),Private Citizens & Property,Garo National Liberation Army,Firearms
201311110074,2013,11,11,India,Kohka Meta,Bombing/Explosion,Government (General),Maoists,Explosives/Bombs/Dynamite
201311110075,2013,11,11,India,Durgapur,Unknown,Government (General),Maoists,Unknown
201311110076,2013,11,11,India,Kanker district,Bombing/Explosion,Government (General),Maoists,Explosives/Bombs/Dynamite
201311110077,2013,11,11,India,Dantewada district,Bombing/Explosion,Government (General),Maoists,Explosives/Bombs/Dynamite
201311110078,2013,11,11,India,Koilibeda,Unknown,Government (General),Maoists,Unknown
201311110079,2013,11,11,India,Bijapur district,Armed Assault,Police,Maoists,Firearms
201311120020,2013,11,12,India,Sukma district,Bombing/Explosion,Military,Maoists,Explosives/Bombs/Dynamite
201311120042,2013,11,12,India,Dornapal,Armed Assault,Police,Maoists,Firearms
201311120043,2013,11,12,India,Gundahur,Bombing/Explosion,Military,Maoists,Explosives/Bombs/Dynamite
201311120050,2013,11,12,India,Sukma district,Bombing/Explosion,Government (General),Maoists,Explosives/Bombs/Dynamite
201311130056,2013,11,13,India,Changangei,Assassination,Private Citizens & Property,Unknown,Firearms
201311130080,2013,11,13,India,Sukma district,Armed Assault,Military,Maoists,Firearms
201311140044,2013,11,14,India,Dudhnoi,Hostage Taking (Kidnapping),Government (General),Garo National Liberation Army,Explosives/Bombs/Dynamite
201311150023,2013,11,15,India,Anantnag,Armed Assault,Police,Unknown,Firearms
201311150032,2013,11,15,India,Ukhrul,Bombing/Explosion,Private Citizens & Property,Manipur Naga People's Army (MNPA),Explosives/Bombs/Dynamite
201311160029,2013,11,16,India,Drugmulla,Armed Assault,Military,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
201311160031,2013,11,16,India,Haoreibi,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201311160057,2013,11,16,India,Bishnupur,Armed Assault,Business,Khasi Students Union,Incendiary
201311180030,2013,11,18,India,Harkhui,Bombing/Explosion,Government (General),People's Liberation Army (India),Explosives/Bombs/Dynamite
201311180045,2013,11,18,India,Kiriburu,Bombing/Explosion,Military,Maoists,Explosives/Bombs/Dynamite
201311180079,2013,11,18,India,Sunkadamakki,Facility/Infrastructure Attack,Police,Maoists,Firearms
201311190038,2013,11,19,India,Chitrakonda,Armed Assault,Private Citizens & Property,Maoists,Firearms
201311190043,2013,11,19,India,Nawadih,Assassination,Government (General),Unknown,Firearms
201311200061,2013,11,20,India,Hailakandi district,Hostage Taking (Kidnapping),Business,United Democratic Liberation Army (UDLA),Firearms
201311200068,2013,11,20,India,Kamakhya,Bombing/Explosion,Transportation,National Liberation Force of Bengalis (Bangali Janamukti Bahini),Explosives/Bombs/Dynamite
201311200069,2013,11,20,India,Kokrajhar district,Bombing/Explosion,Private Citizens & Property,National Liberation Force of Bengalis (Bangali Janamukti Bahini),Explosives/Bombs/Dynamite
201311200070,2013,11,20,India,Bijni,Bombing/Explosion,Unknown,National Liberation Force of Bengalis (Bangali Janamukti Bahini),Explosives/Bombs/Dynamite
201311200074,2013,11,20,India,West Garo Hills district,Hostage Taking (Kidnapping),Government (General),Garo National Liberation Army,Firearms
201311200080,2013,11,20,India,Madurai,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201311200081,2013,11,20,India,Boldak Ading,Hostage Taking (Kidnapping),Private Citizens & Property,Garo National Liberation Army,Firearms
201311220026,2013,11,22,India,Howrah,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201311220030,2013,11,22,India,Chirang district,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
201311230008,2013,11,23,India,Ghagwal,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite
201311230012,2013,11,23,India,Ukhrul,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201311230073,2013,11,23,India,Damparengpui,Hostage Taking (Kidnapping),Private Citizens & Property,National Liberation Front of Tripura (NLFT),Firearms
201311230088,2013,11,23,India,Thethaitangar,Armed Assault,Private Citizens & Property,People's Liberation Front of India,Melee
201311240036,2013,11,24,India,Kannur district,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201311240054,2013,11,23,India,Kanker district,Bombing/Explosion,Unknown,Maoists,Explosives/Bombs/Dynamite
201311250033,2013,11,25,India,Imphal,Bombing/Explosion,Military,United National Liberation Front (UNLF),Explosives/Bombs/Dynamite
201311250037,2013,11,25,India,Bongaigaon,Bombing/Explosion,Business,National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite
201311250050,2013,11,24,India,Bijni,Hostage Taking (Kidnapping),Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Unknown
201311260035,2013,11,26,India,Bishenpur,Bombing/Explosion,Private Citizens & Property,People's Liberation Army (India),Explosives/Bombs/Dynamite
201311260042,2013,11,23,India,Simdega district,Armed Assault,Private Citizens & Property,People's Liberation Front of India,Firearms
201311260058,2013,11,26,India,Chiripar,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201311260070,2013,11,26,India,Narayanpur district,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite
201311260080,2013,11,26,India,Dumka district,Armed Assault,Police,Maoists,Explosives/Bombs/Dynamite
201311270001,2013,11,27,India,Bijapur district,Bombing/Explosion,Police,Maoists,Explosives/Bombs/Dynamite
201311270058,2013,11,27,India,Chintalnar,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite
201311280061,2013,11,28,India,Viswema,Hostage Taking (Kidnapping),Transportation,Naga National Council (NNC),Unknown
201311280063,2013,11,28,India,Chauliaganj,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201311290033,2013,11,29,India,Sunabeda,Armed Assault,Police,Maoists,Firearms
201311300031,2013,11,30,India,Jamalpur,Hostage Taking (Kidnapping),Police,Maoists,Firearms
201312020029,2013,12,2,India,Chadoora,Armed Assault,Police,Al-Nasireen Group,Firearms
201312030028,2013,12,3,India,Aurangabad district,Bombing/Explosion,Police,Maoists,Explosives/Bombs/Dynamite
201312040031,2013,12,3,India,Kurumgarh,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201312040043,2013,12,4,India,Tanda,Armed Assault,NGO,Unknown,Firearms
201312040045,2013,12,4,India,Simaluguri,Hijacking,Educational Institution,Unknown,Firearms
201312040046,2013,12,4,India,Malkangiri district,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Unknown
201312050038,2013,12,6,India,Chota Baghara,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
201312050044,2013,12,5,India,Lucknow,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
201312050045,2013,12,5,India,Samanda Megapgre,Hostage Taking (Kidnapping),Private Citizens & Property,Garo National Liberation Army,Firearms
201312060032,2013,12,6,India,Basaguda,Assassination,Journalists & Media,Communist Party of India - Maoist (CPI-Maoist),Melee
201312060042,2013,12,6,India,Kamjong,Armed Assault,Military,Unknown,Firearms
201312060045,2013,12,6,India,Chirang district,Hostage Taking (Kidnapping),Police,National Democratic Front of Bodoland (NDFB),Unknown
201312060046,2013,12,6,India,Oragitok,Armed Assault,Private Citizens & Property,Garo National Liberation Army,Firearms
201312060048,2013,12,6,India,Baghmara,Hostage Taking (Kidnapping),Private Citizens & Property,Garo National Liberation Army,Unknown
201312060049,2013,12,6,India,Sasatgre,Hostage Taking (Kidnapping),Private Citizens & Property,Garo National Liberation Army,Unknown
201312070043,2013,12,7,India,Kumbhariput,Armed Assault,Private Citizens & Property,Maoists,Melee
201312070044,2013,12,7,India,Kumbhariput,Facility/Infrastructure Attack,Business,Maoists,Incendiary
201312070045,2013,12,7,India,Kumbhariput,Armed Assault,Telecommunication,Maoists,Firearms
201312090020,2013,12,9,India,Latehar district,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201312090023,2013,12,9,India,Latehar district,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201312100026,2013,12,10,India,Tuisenphai,Hostage Taking (Kidnapping),Business,Kuki National Front (KNF),Firearms
201312110035,2013,12,11,India,Nowgam,Armed Assault,Police,Lashkar-e-Taiba (LeT),Firearms
201312110040,2013,12,11,India,Latehar district,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201312110042,2013,12,11,India,Chirang district,Armed Assault,Military,National Democratic Front of Bodoland (NDFB),Firearms
201312110044,2013,12,11,India,Chasingre,Armed Assault,Business,Garo National Liberation Army,Explosives/Bombs/Dynamite
201312110045,2013,12,11,India,Chasingre,Armed Assault,Police,Garo National Liberation Army,Explosives/Bombs/Dynamite
201312110046,2013,12,11,India,Pathargittim,Unknown,Police,Garo National Liberation Army,Unknown
201312120044,2013,12,12,India,Ramaguda,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms
201312120045,2013,12,12,India,Biliguda,Armed Assault,Private Citizens & Property,Maoists,Firearms
201312130026,2013,12,13,India,Gasupara,Hostage Taking (Kidnapping),Private Citizens & Property,Garo National Liberation Army,Firearms
201312130030,2013,12,13,India,Beheraguda,Facility/Infrastructure Attack,Transportation,Maoists,Incendiary
201312140044,2013,12,12,India,Chintanwada,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms
201312140046,2013,12,14,India,Malkangiri district,Armed Assault,Private Citizens & Property,Maoists,Firearms
201312140050,2013,12,14,India,Thingou,Armed Assault,Business,Unknown,Explosives/Bombs/Dynamite
201312150021,2013,12,15,India,Molandhubi,Armed Assault,Business,National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite
201312150026,2013,12,15,India,Palamu district,Bombing/Explosion,Telecommunication,Maoists,Explosives/Bombs/Dynamite
201312150036,2013,12,15,India,Bage Bar,Bombing/Explosion,Telecommunication,Maoists,Explosives/Bombs/Dynamite
201312160058,2013,12,16,India,Latehar district,Armed Assault,Police,Maoists,Firearms
201312170035,2013,12,17,India,Dibrugarh,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
201312180033,2013,12,18,India,Simdega,Bombing/Explosion,Business,People's Liberation Front of India,Explosives/Bombs/Dynamite
201312180035,2013,12,15,India,Palamu district,Facility/Infrastructure Attack,Private Citizens & Property,Maoists,Firearms
201312190028,2013,12,19,India,Revora,Unarmed Assault,Government (General),Unknown,Melee
201312190031,2013,12,19,India,Gumla district,Unknown,Private Citizens & Property,Maoists,Unknown
201312190039,2013,12,19,India,Unknown,Bombing/Explosion,Business,Maoists,Explosives/Bombs/Dynamite
201312200032,2013,12,20,India,Rayagada district,Facility/Infrastructure Attack,Business,Maoists,Incendiary
201312200041,2013,12,20,India,Jiribam,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown
201312210042,2013,12,21,India,Kamshet,Assassination,Private Citizens & Property,Unknown,Firearms
201312220024,2013,12,22,India,Budhaniya,Hostage Taking (Kidnapping),Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
201312220037,2013,12,22,India,Chirang district,Hostage Taking (Kidnapping),Business,National Democratic Front of Bodoland (NDFB),Firearms
201312220047,2013,12,22,India,Karli,Facility/Infrastructure Attack,Government (General),Maoists,Incendiary
201312230033,2013,12,23,India,Simdega district,Hostage Taking (Kidnapping),Private Citizens & Property,People's Liberation Front of India,Melee
201312250039,2013,12,25,India,Padia,Bombing/Explosion,Government (General),Maoists,Explosives/Bombs/Dynamite
201312260013,2013,12,26,India,Jalpaiguri,Bombing/Explosion,Private Citizens & Property,Kamtapur Liberation Organization (KLO),Explosives/Bombs/Dynamite
201312260049,2013,12,26,India,Nepa,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
201312270014,2013,12,27,India,Pakuahat,Armed Assault,Transportation,Kamtapur Liberation Organization (KLO),Firearms
201312270025,2013,12,27,India,Khoaani,Armed Assault,Private Citizens & Property,Karbi People's Liberation Tigers (KPLT),Firearms
201312280023,2013,12,28,India,Malkangiri district,Bombing/Explosion,Transportation,Maoists,Explosives/Bombs/Dynamite
201312280024,2013,12,27,India,Meerut,Hostage Taking (Kidnapping),Educational Institution,Unknown,Incendiary
201312280029,2013,12,28,India,Sangel,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms
201312290045,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312290046,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312290047,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312290048,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312290049,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312290050,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312290051,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312290052,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312290053,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312290054,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Incendiary
201312290055,2013,12,29,India,Balichanda,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201312300026,2013,12,30,India,Katihar district,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201312310070,2013,12,31,India,Kalia Atal,Bombing/Explosion,Telecommunication,Maoists,Explosives/Bombs/Dynamite
201312310071,2013,12,31,India,Khaira,Facility/Infrastructure Attack,Business,Maoists,Incendiary
201401010020,2014,1,1,India,Singjamei,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite
201401010021,2014,1,1,India,Imphal,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite
201401010052,2014,1,1,India,Dikadla,Assassination,Government (General),Unknown,Melee
201401010061,2014,1,1,India,Supalu,Hostage Taking (Kidnapping),Religious Figures/Institutions,Maoists,Melee
201401010062,2014,1,1,India,Matda,Hostage Taking (Kidnapping),Police,Maoists,Unknown
201401030177,2014,1,3,India,Kandhamal district,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201401040046,2014,1,4,India,Laikoiching,Bombing/Explosion,Military,Manipur Naga People's Army (MNPA),Explosives/Bombs/Dynamite
201401060043,2014,1,6,India,Balipeta,Armed Assault,Private Citizens & Property,Maoists,Melee
201401070026,2014,1,7,India,Kakkanad,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
201401070039,2014,1,7,India,Edenbari,Armed Assault,Police,Achik National Volunteer Council-B (ANVC-B),Firearms
201401070043,2014,1,7,India,Awantipora,Armed Assault,Military,Unknown,Firearms
201401070081,2014,1,7,India,Sopore,Armed Assault,Police,Separatists,Firearms
201401080014,2014,1,8,India,Koraput district,Armed Assault,Business,Maoists,Melee
201401080022,2014,1,7,India,Madurai,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown
201401080030,2014,1,8,India,Thamnapokpi,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201401080054,2014,1,8,India,Nakodar,Armed Assault,Educational Institution,Unknown,Firearms
201401090004,2014,1,9,India,Virajpet,Assassination,Violent Political Party,Unknown,Firearms
201401090009,2014,1,9,India,Nungba,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201401100017,2014,1,10,India,Bandhugaon,Hostage Taking (Kidnapping),Government (General),Maoists,Unknown
201401110011,2014,1,11,India,Khongman,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201401110012,2014,1,11,India,Tura,Bombing/Explosion,Business,A'chik Tiger Force,Explosives/Bombs/Dynamite
201401110015,2014,1,11,India,Janbazpora,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
201401110052,2014,1,11,India,Senapati district,Hostage Taking (Kidnapping),Business,Kuki National Front (KNF),Firearms
201401120031,2014,1,12,India,Imphal,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
201401120047,2014,1,12,India,Bhagalpur,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201401130023,2014,1,13,India,Odia Pentha,Armed Assault,Private Citizens & Property,Maoists,Melee
201401140078,2014,1,14,India,Gaya district,Facility/Infrastructure Attack,Business,Maoists,Incendiary
201401150026,2014,1,15,India,Imphal,Assassination,Government (General),Unknown,Explosives/Bombs/Dynamite
201401150076,2014,1,15,India,Kommanapalli,Armed Assault,Police,Maoists,Melee
201401160033,2014,1,16,India,Sonitpur district,Hostage Taking (Kidnapping),Business,Unknown,Unknown
201401170024,2014,1,17,India,Athiabari,Armed Assault,Transportation,National Democratic Front of Bodoland (NDFB),Firearms
201401170034,2014,1,17,India,Ramnathpur,Hostage Taking (Kidnapping),Private Citizens & Property,United Democratic Liberation Army (UDLA),Firearms
201401170039,2014,1,17,India,Moreh,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
201401170058,2014,1,17,India,Kanglatongbi,Hostage Taking (Kidnapping),Private Citizens & Property,Kuki Tribal Militants,Firearms
201401180029,2014,1,18,India,Jaksongram,Assassination,Government (General),Garo National Liberation Army,Firearms
201401180031,2014,1,18,India,Panbari,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201401180041,2014,1,18,India,Srinagar,Armed Assault,Military,Separatists,Firearms
201401180050,2014,1,18,India,Aroli,Armed Assault,Government (General),Unknown,Firearms
201401180051,2014,1,18,India,Udalguri,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201401190009,2014,1,19,India,Dhekiajuli,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201401190050,2014,1,19,India,Bijepar,Armed Assault,Police,Maoists,Firearms
201401200013,2014,1,18,India,Sukma district,Armed Assault,Police,Maoists,Firearms
201401200037,2014,1,20,India,Jiribam,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201401200058,2014,1,20,India,Dadsara,Armed Assault,Military,Unknown,Firearms
201401200068,2014,1,20,India,Rangkala,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms
201401210011,2014,1,22,India,Tuieo,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201401210026,2014,1,21,India,Melaghar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201401230016,2014,1,23,India,Garampani,Bombing/Explosion,Unknown,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
201401230017,2014,1,23,India,Dhekiajuli,Bombing/Explosion,Business,National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite
201401230034,2014,1,23,India,Senapati district,Hostage Taking (Kidnapping),Business,Kuki Tribal Militants,Firearms
201401240031,2014,1,24,India,Moirang,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201401240032,2014,1,24,India,Kangvai,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite
201401240044,2014,1,24,India,Kechala,Hostage Taking (Kidnapping),Educational Institution,Maoists,Firearms
201401250013,2014,1,25,India,Navkania,Hostage Taking (Kidnapping),Government (General),Maoists,Firearms
201401250033,2014,1,25,India,Torbung,Bombing/Explosion,Military,United Revolutionary Front,Explosives/Bombs/Dynamite
201401250063,2014,1,25,India,Silakota,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms
201401250064,2014,1,25,India,Silakota,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms
201401260037,2014,1,26,India,Agartala,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201401260041,2014,1,26,India,Sajik Tampak,Bombing/Explosion,Military,People's Liberation Army (India),Explosives/Bombs/Dynamite
201401260042,2014,1,26,India,Imphal,Bombing/Explosion,Government (General),Coordination Committee (CORCOM),Explosives/Bombs/Dynamite
201401260043,2014,1,26,India,Imphal,Bombing/Explosion,Military,Coordination Committee (CORCOM),Explosives/Bombs/Dynamite
201401260044,2014,1,26,India,Imphal,Bombing/Explosion,Military,Coordination Committee (CORCOM),Explosives/Bombs/Dynamite
201401260045,2014,1,26,India,Imphal,Bombing/Explosion,Military,Coordination Committee (CORCOM),Explosives/Bombs/Dynamite
201401260050,2014,1,26,India,Gumla district,Facility/Infrastructure Attack,Private Citizens & Property,Maoists,Incendiary
201401260052,2014,1,26,India,Ghumra,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201401270008,2014,1,27,India,Giridih district,Bombing/Explosion,Police,Maoists,Explosives/Bombs/Dynamite
201401270064,2014,1,27,India,Kishtapur,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms
201401280007,2014,1,28,India,Batachipur,Armed Assault,Police,National Democratic Front of Bodoland (NDFB),Firearms
201401280060,2014,1,28,India,Bedre,Armed Assault,Terrorists/Non-State Militia,Maoists,Firearms
